,User ID,Date,Day of Week,Start Hour,End Hour
50,1,2023-05-12,Friday,20:00:00,0 days 21:00:00
51,1,2023-05-12,Friday,23:00:00,1 days 00:00:00
52,1,2023-05-13,Saturday,00:00:00,0 days 01:00:00
53,1,2023-05-13,Saturday,01:00:00,0 days 02:00:00
54,1,2023-05-13,Saturday,04:00:00,0 days 05:00:00
55,1,2023-05-13,Saturday,05:00:00,0 days 06:00:00
56,1,2023-05-13,Saturday,08:00:00,0 days 09:00:00
57,1,2023-05-13,Saturday,10:00:00,0 days 11:00:00
58,1,2023-05-13,Saturday,12:00:00,0 days 13:00:00
59,1,2023-05-13,Saturday,13:00:00,0 days 14:00:00
60,1,2023-05-13,Saturday,15:00:00,0 days 16:00:00
61,1,2023-05-13,Saturday,17:00:00,0 days 18:00:00
62,1,2023-05-13,Saturday,19:00:00,0 days 20:00:00
63,1,2023-05-13,Saturday,23:00:00,1 days 00:00:00
64,1,2023-05-14,Sunday,00:00:00,0 days 01:00:00
65,1,2023-05-14,Sunday,01:00:00,0 days 02:00:00
66,1,2023-05-14,Sunday,02:00:00,0 days 03:00:00
67,1,2023-05-14,Sunday,04:00:00,0 days 05:00:00
68,1,2023-05-14,Sunday,05:00:00,0 days 06:00:00
69,1,2023-05-14,Sunday,06:00:00,0 days 07:00:00
70,1,2023-05-14,Sunday,08:00:00,0 days 09:00:00
71,1,2023-05-14,Sunday,09:00:00,0 days 10:00:00
72,1,2023-05-14,Sunday,11:00:00,0 days 12:00:00
73,1,2023-05-14,Sunday,16:00:00,0 days 17:00:00
74,1,2023-05-14,Sunday,17:00:00,0 days 18:00:00
75,1,2023-05-14,Sunday,21:00:00,0 days 22:00:00
76,1,2023-05-14,Sunday,22:00:00,0 days 23:00:00
77,1,2023-05-14,Sunday,23:00:00,1 days 00:00:00
78,1,2023-05-15,Monday,00:00:00,0 days 01:00:00
79,1,2023-05-15,Monday,01:00:00,0 days 02:00:00
80,1,2023-05-15,Monday,02:00:00,0 days 03:00:00
81,1,2023-05-15,Monday,03:00:00,0 days 04:00:00
82,1,2023-05-15,Monday,04:00:00,0 days 05:00:00
83,1,2023-05-15,Monday,05:00:00,0 days 06:00:00
84,1,2023-05-15,Monday,06:00:00,0 days 07:00:00
85,1,2023-05-15,Monday,08:00:00,0 days 09:00:00
86,1,2023-05-15,Monday,09:00:00,0 days 10:00:00
87,1,2023-05-15,Monday,10:00:00,0 days 11:00:00
88,1,2023-05-15,Monday,11:00:00,0 days 12:00:00
89,1,2023-05-15,Monday,14:00:00,0 days 15:00:00
90,1,2023-05-15,Monday,18:00:00,0 days 19:00:00
91,1,2023-05-15,Monday,20:00:00,0 days 21:00:00
92,1,2023-05-15,Monday,21:00:00,0 days 22:00:00
93,2,2023-05-09,Tuesday,01:00:00,0 days 02:00:00
94,2,2023-05-09,Tuesday,02:00:00,0 days 03:00:00
95,2,2023-05-09,Tuesday,04:00:00,0 days 05:00:00
96,2,2023-05-09,Tuesday,05:00:00,0 days 06:00:00
97,2,2023-05-09,Tuesday,06:00:00,0 days 07:00:00
98,2,2023-05-09,Tuesday,12:00:00,0 days 13:00:00
99,2,2023-05-09,Tuesday,13:00:00,0 days 14:00:00
100,2,2023-05-09,Tuesday,14:00:00,0 days 15:00:00
101,2,2023-05-09,Tuesday,15:00:00,0 days 16:00:00
102,2,2023-05-09,Tuesday,16:00:00,0 days 17:00:00
103,2,2023-05-09,Tuesday,19:00:00,0 days 20:00:00
104,2,2023-05-09,Tuesday,20:00:00,0 days 21:00:00
105,2,2023-05-09,Tuesday,21:00:00,0 days 22:00:00
106,2,2023-05-09,Tuesday,23:00:00,1 days 00:00:00
107,2,2023-05-10,Wednesday,00:00:00,0 days 01:00:00
108,2,2023-05-10,Wednesday,01:00:00,0 days 02:00:00
109,2,2023-05-10,Wednesday,04:00:00,0 days 05:00:00
110,2,2023-05-10,Wednesday,08:00:00,0 days 09:00:00
111,2,2023-05-10,Wednesday,09:00:00,0 days 10:00:00
112,2,2023-05-10,Wednesday,10:00:00,0 days 11:00:00
113,2,2023-05-10,Wednesday,12:00:00,0 days 13:00:00
114,2,2023-05-10,Wednesday,13:00:00,0 days 14:00:00
115,2,2023-05-10,Wednesday,15:00:00,0 days 16:00:00
116,2,2023-05-10,Wednesday,17:00:00,0 days 18:00:00
117,2,2023-05-10,Wednesday,18:00:00,0 days 19:00:00
118,2,2023-05-10,Wednesday,19:00:00,0 days 20:00:00
119,2,2023-05-10,Wednesday,22:00:00,0 days 23:00:00
120,2,2023-05-11,Thursday,00:00:00,0 days 01:00:00
121,2,2023-05-11,Thursday,01:00:00,0 days 02:00:00
122,2,2023-05-11,Thursday,02:00:00,0 days 03:00:00
123,2,2023-05-11,Thursday,03:00:00,0 days 04:00:00
124,2,2023-05-11,Thursday,04:00:00,0 days 05:00:00
125,2,2023-05-11,Thursday,06:00:00,0 days 07:00:00
126,2,2023-05-11,Thursday,07:00:00,0 days 08:00:00
127,2,2023-05-11,Thursday,08:00:00,0 days 09:00:00
128,2,2023-05-11,Thursday,09:00:00,0 days 10:00:00
129,2,2023-05-11,Thursday,10:00:00,0 days 11:00:00
130,2,2023-05-11,Thursday,12:00:00,0 days 13:00:00
131,2,2023-05-11,Thursday,14:00:00,0 days 15:00:00
132,2,2023-05-11,Thursday,16:00:00,0 days 17:00:00
133,2,2023-05-11,Thursday,19:00:00,0 days 20:00:00
134,2,2023-05-11,Thursday,21:00:00,0 days 22:00:00
135,2,2023-05-11,Thursday,23:00:00,1 days 00:00:00
136,2,2023-05-12,Friday,01:00:00,0 days 02:00:00
137,2,2023-05-12,Friday,03:00:00,0 days 04:00:00
138,2,2023-05-12,Friday,06:00:00,0 days 07:00:00
139,2,2023-05-12,Friday,09:00:00,0 days 10:00:00
140,2,2023-05-12,Friday,10:00:00,0 days 11:00:00
141,2,2023-05-12,Friday,14:00:00,0 days 15:00:00
142,2,2023-05-12,Friday,15:00:00,0 days 16:00:00
143,2,2023-05-12,Friday,18:00:00,0 days 19:00:00
144,2,2023-05-12,Friday,19:00:00,0 days 20:00:00
145,2,2023-05-12,Friday,21:00:00,0 days 22:00:00
146,2,2023-05-12,Friday,22:00:00,0 days 23:00:00
147,2,2023-05-12,Friday,23:00:00,1 days 00:00:00
148,2,2023-05-13,Saturday,00:00:00,0 days 01:00:00
149,2,2023-05-13,Saturday,01:00:00,0 days 02:00:00
150,2,2023-05-13,Saturday,02:00:00,0 days 03:00:00
151,2,2023-05-13,Saturday,04:00:00,0 days 05:00:00
152,2,2023-05-13,Saturday,06:00:00,0 days 07:00:00
153,2,2023-05-13,Saturday,07:00:00,0 days 08:00:00
154,2,2023-05-13,Saturday,08:00:00,0 days 09:00:00
155,2,2023-05-13,Saturday,10:00:00,0 days 11:00:00
156,2,2023-05-13,Saturday,12:00:00,0 days 13:00:00
157,2,2023-05-13,Saturday,16:00:00,0 days 17:00:00
158,2,2023-05-13,Saturday,17:00:00,0 days 18:00:00
159,2,2023-05-13,Saturday,19:00:00,0 days 20:00:00
160,2,2023-05-13,Saturday,21:00:00,0 days 22:00:00
161,2,2023-05-13,Saturday,23:00:00,1 days 00:00:00
162,2,2023-05-14,Sunday,01:00:00,0 days 02:00:00
163,2,2023-05-14,Sunday,02:00:00,0 days 03:00:00
164,2,2023-05-14,Sunday,03:00:00,0 days 04:00:00
165,2,2023-05-14,Sunday,04:00:00,0 days 05:00:00
166,2,2023-05-14,Sunday,06:00:00,0 days 07:00:00
167,2,2023-05-14,Sunday,08:00:00,0 days 09:00:00
168,2,2023-05-14,Sunday,09:00:00,0 days 10:00:00
169,2,2023-05-14,Sunday,10:00:00,0 days 11:00:00
170,2,2023-05-14,Sunday,12:00:00,0 days 13:00:00
171,2,2023-05-14,Sunday,13:00:00,0 days 14:00:00
172,2,2023-05-14,Sunday,14:00:00,0 days 15:00:00
173,2,2023-05-14,Sunday,16:00:00,0 days 17:00:00
174,2,2023-05-14,Sunday,17:00:00,0 days 18:00:00
175,2,2023-05-14,Sunday,19:00:00,0 days 20:00:00
176,2,2023-05-14,Sunday,20:00:00,0 days 21:00:00
177,2,2023-05-14,Sunday,23:00:00,1 days 00:00:00
178,2,2023-05-15,Monday,00:00:00,0 days 01:00:00
179,2,2023-05-15,Monday,01:00:00,0 days 02:00:00
180,2,2023-05-15,Monday,02:00:00,0 days 03:00:00
181,2,2023-05-15,Monday,03:00:00,0 days 04:00:00
182,2,2023-05-15,Monday,04:00:00,0 days 05:00:00
183,2,2023-05-15,Monday,05:00:00,0 days 06:00:00
184,2,2023-05-15,Monday,06:00:00,0 days 07:00:00
185,2,2023-05-15,Monday,07:00:00,0 days 08:00:00
186,2,2023-05-15,Monday,10:00:00,0 days 11:00:00
187,2,2023-05-15,Monday,14:00:00,0 days 15:00:00
188,2,2023-05-15,Monday,15:00:00,0 days 16:00:00
189,2,2023-05-15,Monday,16:00:00,0 days 17:00:00
190,2,2023-05-15,Monday,17:00:00,0 days 18:00:00
191,2,2023-05-15,Monday,18:00:00,0 days 19:00:00
192,2,2023-05-15,Monday,19:00:00,0 days 20:00:00
193,2,2023-05-15,Monday,23:00:00,1 days 00:00:00
194,3,2023-05-09,Tuesday,00:00:00,0 days 01:00:00
195,3,2023-05-09,Tuesday,02:00:00,0 days 03:00:00
196,3,2023-05-09,Tuesday,03:00:00,0 days 04:00:00
197,3,2023-05-09,Tuesday,04:00:00,0 days 05:00:00
198,3,2023-05-09,Tuesday,05:00:00,0 days 06:00:00
199,3,2023-05-09,Tuesday,08:00:00,0 days 09:00:00
200,3,2023-05-09,Tuesday,09:00:00,0 days 10:00:00
201,3,2023-05-09,Tuesday,10:00:00,0 days 11:00:00
202,3,2023-05-09,Tuesday,12:00:00,0 days 13:00:00
203,3,2023-05-09,Tuesday,15:00:00,0 days 16:00:00
204,3,2023-05-09,Tuesday,16:00:00,0 days 17:00:00
205,3,2023-05-09,Tuesday,17:00:00,0 days 18:00:00
206,3,2023-05-09,Tuesday,19:00:00,0 days 20:00:00
207,3,2023-05-09,Tuesday,20:00:00,0 days 21:00:00
208,3,2023-05-09,Tuesday,23:00:00,1 days 00:00:00
209,3,2023-05-10,Wednesday,00:00:00,0 days 01:00:00
210,3,2023-05-10,Wednesday,01:00:00,0 days 02:00:00
211,3,2023-05-10,Wednesday,03:00:00,0 days 04:00:00
212,3,2023-05-10,Wednesday,04:00:00,0 days 05:00:00
213,3,2023-05-10,Wednesday,05:00:00,0 days 06:00:00
214,3,2023-05-10,Wednesday,06:00:00,0 days 07:00:00
215,3,2023-05-10,Wednesday,07:00:00,0 days 08:00:00
216,3,2023-05-10,Wednesday,10:00:00,0 days 11:00:00
217,3,2023-05-10,Wednesday,13:00:00,0 days 14:00:00
218,3,2023-05-10,Wednesday,15:00:00,0 days 16:00:00
219,3,2023-05-10,Wednesday,16:00:00,0 days 17:00:00
220,3,2023-05-10,Wednesday,17:00:00,0 days 18:00:00
221,3,2023-05-10,Wednesday,19:00:00,0 days 20:00:00
222,3,2023-05-10,Wednesday,20:00:00,0 days 21:00:00
223,3,2023-05-10,Wednesday,21:00:00,0 days 22:00:00
224,3,2023-05-10,Wednesday,22:00:00,0 days 23:00:00
225,3,2023-05-11,Thursday,00:00:00,0 days 01:00:00
226,3,2023-05-11,Thursday,02:00:00,0 days 03:00:00
227,3,2023-05-11,Thursday,03:00:00,0 days 04:00:00
228,3,2023-05-11,Thursday,04:00:00,0 days 05:00:00
229,3,2023-05-11,Thursday,05:00:00,0 days 06:00:00
230,3,2023-05-11,Thursday,06:00:00,0 days 07:00:00
231,3,2023-05-11,Thursday,07:00:00,0 days 08:00:00
232,3,2023-05-11,Thursday,08:00:00,0 days 09:00:00
233,3,2023-05-11,Thursday,09:00:00,0 days 10:00:00
234,3,2023-05-11,Thursday,10:00:00,0 days 11:00:00
235,3,2023-05-11,Thursday,12:00:00,0 days 13:00:00
236,3,2023-05-11,Thursday,16:00:00,0 days 17:00:00
237,3,2023-05-11,Thursday,18:00:00,0 days 19:00:00
238,3,2023-05-11,Thursday,19:00:00,0 days 20:00:00
239,3,2023-05-11,Thursday,20:00:00,0 days 21:00:00
240,3,2023-05-11,Thursday,22:00:00,0 days 23:00:00
241,3,2023-05-11,Thursday,23:00:00,1 days 00:00:00
242,3,2023-05-12,Friday,02:00:00,0 days 03:00:00
243,3,2023-05-12,Friday,03:00:00,0 days 04:00:00
244,3,2023-05-12,Friday,04:00:00,0 days 05:00:00
245,3,2023-05-12,Friday,06:00:00,0 days 07:00:00
246,3,2023-05-12,Friday,07:00:00,0 days 08:00:00
247,3,2023-05-12,Friday,08:00:00,0 days 09:00:00
248,3,2023-05-12,Friday,10:00:00,0 days 11:00:00
249,3,2023-05-12,Friday,12:00:00,0 days 13:00:00
250,3,2023-05-12,Friday,13:00:00,0 days 14:00:00
251,3,2023-05-12,Friday,14:00:00,0 days 15:00:00
252,3,2023-05-12,Friday,16:00:00,0 days 17:00:00
253,3,2023-05-12,Friday,17:00:00,0 days 18:00:00
254,3,2023-05-12,Friday,21:00:00,0 days 22:00:00
255,3,2023-05-12,Friday,22:00:00,0 days 23:00:00
256,3,2023-05-13,Saturday,00:00:00,0 days 01:00:00
257,3,2023-05-13,Saturday,01:00:00,0 days 02:00:00
258,3,2023-05-13,Saturday,03:00:00,0 days 04:00:00
259,3,2023-05-13,Saturday,04:00:00,0 days 05:00:00
260,3,2023-05-13,Saturday,06:00:00,0 days 07:00:00
261,3,2023-05-13,Saturday,07:00:00,0 days 08:00:00
262,3,2023-05-13,Saturday,08:00:00,0 days 09:00:00
263,3,2023-05-13,Saturday,09:00:00,0 days 10:00:00
264,3,2023-05-13,Saturday,10:00:00,0 days 11:00:00
265,3,2023-05-13,Saturday,11:00:00,0 days 12:00:00
266,3,2023-05-13,Saturday,12:00:00,0 days 13:00:00
267,3,2023-05-13,Saturday,13:00:00,0 days 14:00:00
268,3,2023-05-13,Saturday,14:00:00,0 days 15:00:00
269,3,2023-05-13,Saturday,15:00:00,0 days 16:00:00
270,3,2023-05-13,Saturday,17:00:00,0 days 18:00:00
271,3,2023-05-13,Saturday,19:00:00,0 days 20:00:00
272,3,2023-05-13,Saturday,22:00:00,0 days 23:00:00
273,3,2023-05-14,Sunday,00:00:00,0 days 01:00:00
274,3,2023-05-14,Sunday,08:00:00,0 days 09:00:00
275,3,2023-05-14,Sunday,09:00:00,0 days 10:00:00
276,3,2023-05-14,Sunday,10:00:00,0 days 11:00:00
277,3,2023-05-14,Sunday,13:00:00,0 days 14:00:00
278,3,2023-05-14,Sunday,14:00:00,0 days 15:00:00
279,3,2023-05-14,Sunday,16:00:00,0 days 17:00:00
280,3,2023-05-14,Sunday,17:00:00,0 days 18:00:00
281,3,2023-05-14,Sunday,18:00:00,0 days 19:00:00
282,3,2023-05-14,Sunday,20:00:00,0 days 21:00:00
283,3,2023-05-14,Sunday,21:00:00,0 days 22:00:00
284,3,2023-05-14,Sunday,23:00:00,1 days 00:00:00
285,3,2023-05-15,Monday,00:00:00,0 days 01:00:00
286,3,2023-05-15,Monday,01:00:00,0 days 02:00:00
287,3,2023-05-15,Monday,02:00:00,0 days 03:00:00
288,3,2023-05-15,Monday,04:00:00,0 days 05:00:00
289,3,2023-05-15,Monday,05:00:00,0 days 06:00:00
290,3,2023-05-15,Monday,08:00:00,0 days 09:00:00
291,3,2023-05-15,Monday,10:00:00,0 days 11:00:00
292,3,2023-05-15,Monday,11:00:00,0 days 12:00:00
293,3,2023-05-15,Monday,12:00:00,0 days 13:00:00
294,3,2023-05-15,Monday,13:00:00,0 days 14:00:00
295,3,2023-05-15,Monday,14:00:00,0 days 15:00:00
296,3,2023-05-15,Monday,16:00:00,0 days 17:00:00
297,3,2023-05-15,Monday,17:00:00,0 days 18:00:00
298,3,2023-05-15,Monday,20:00:00,0 days 21:00:00
299,3,2023-05-15,Monday,21:00:00,0 days 22:00:00
300,3,2023-05-15,Monday,23:00:00,1 days 00:00:00
301,4,2023-05-09,Tuesday,01:00:00,0 days 02:00:00
302,4,2023-05-09,Tuesday,02:00:00,0 days 03:00:00
303,4,2023-05-09,Tuesday,03:00:00,0 days 04:00:00
304,4,2023-05-09,Tuesday,07:00:00,0 days 08:00:00
305,4,2023-05-09,Tuesday,11:00:00,0 days 12:00:00
306,4,2023-05-09,Tuesday,12:00:00,0 days 13:00:00
307,4,2023-05-09,Tuesday,16:00:00,0 days 17:00:00
308,4,2023-05-09,Tuesday,18:00:00,0 days 19:00:00
309,4,2023-05-09,Tuesday,20:00:00,0 days 21:00:00
310,4,2023-05-09,Tuesday,22:00:00,0 days 23:00:00
311,4,2023-05-10,Wednesday,01:00:00,0 days 02:00:00
312,4,2023-05-10,Wednesday,03:00:00,0 days 04:00:00
313,4,2023-05-10,Wednesday,05:00:00,0 days 06:00:00
314,4,2023-05-10,Wednesday,06:00:00,0 days 07:00:00
315,4,2023-05-10,Wednesday,09:00:00,0 days 10:00:00
316,4,2023-05-10,Wednesday,10:00:00,0 days 11:00:00
317,4,2023-05-10,Wednesday,11:00:00,0 days 12:00:00
318,4,2023-05-10,Wednesday,13:00:00,0 days 14:00:00
319,4,2023-05-10,Wednesday,15:00:00,0 days 16:00:00
320,4,2023-05-10,Wednesday,16:00:00,0 days 17:00:00
321,4,2023-05-10,Wednesday,18:00:00,0 days 19:00:00
322,4,2023-05-10,Wednesday,19:00:00,0 days 20:00:00
323,4,2023-05-10,Wednesday,21:00:00,0 days 22:00:00
324,4,2023-05-10,Wednesday,23:00:00,1 days 00:00:00
325,4,2023-05-11,Thursday,01:00:00,0 days 02:00:00
326,4,2023-05-11,Thursday,02:00:00,0 days 03:00:00
327,4,2023-05-11,Thursday,03:00:00,0 days 04:00:00
328,4,2023-05-11,Thursday,07:00:00,0 days 08:00:00
329,4,2023-05-11,Thursday,08:00:00,0 days 09:00:00
330,4,2023-05-11,Thursday,10:00:00,0 days 11:00:00
331,4,2023-05-11,Thursday,11:00:00,0 days 12:00:00
332,4,2023-05-11,Thursday,13:00:00,0 days 14:00:00
333,4,2023-05-11,Thursday,14:00:00,0 days 15:00:00
334,4,2023-05-11,Thursday,16:00:00,0 days 17:00:00
335,4,2023-05-11,Thursday,17:00:00,0 days 18:00:00
336,4,2023-05-11,Thursday,20:00:00,0 days 21:00:00
337,4,2023-05-11,Thursday,21:00:00,0 days 22:00:00
338,4,2023-05-11,Thursday,22:00:00,0 days 23:00:00
339,4,2023-05-11,Thursday,23:00:00,1 days 00:00:00
340,4,2023-05-12,Friday,01:00:00,0 days 02:00:00
341,4,2023-05-12,Friday,02:00:00,0 days 03:00:00
342,4,2023-05-12,Friday,05:00:00,0 days 06:00:00
343,4,2023-05-12,Friday,07:00:00,0 days 08:00:00
344,4,2023-05-12,Friday,09:00:00,0 days 10:00:00
345,4,2023-05-12,Friday,13:00:00,0 days 14:00:00
346,4,2023-05-12,Friday,15:00:00,0 days 16:00:00
347,4,2023-05-12,Friday,16:00:00,0 days 17:00:00
348,4,2023-05-12,Friday,17:00:00,0 days 18:00:00
349,4,2023-05-12,Friday,20:00:00,0 days 21:00:00
350,4,2023-05-12,Friday,21:00:00,0 days 22:00:00
351,4,2023-05-12,Friday,22:00:00,0 days 23:00:00
352,4,2023-05-12,Friday,23:00:00,1 days 00:00:00
353,4,2023-05-13,Saturday,00:00:00,0 days 01:00:00
354,4,2023-05-13,Saturday,01:00:00,0 days 02:00:00
355,4,2023-05-13,Saturday,02:00:00,0 days 03:00:00
356,4,2023-05-13,Saturday,03:00:00,0 days 04:00:00
357,4,2023-05-13,Saturday,06:00:00,0 days 07:00:00
358,4,2023-05-13,Saturday,07:00:00,0 days 08:00:00
359,4,2023-05-13,Saturday,08:00:00,0 days 09:00:00
360,4,2023-05-13,Saturday,09:00:00,0 days 10:00:00
361,4,2023-05-13,Saturday,10:00:00,0 days 11:00:00
362,4,2023-05-13,Saturday,13:00:00,0 days 14:00:00
363,4,2023-05-13,Saturday,15:00:00,0 days 16:00:00
364,4,2023-05-13,Saturday,16:00:00,0 days 17:00:00
365,4,2023-05-13,Saturday,20:00:00,0 days 21:00:00
366,4,2023-05-13,Saturday,21:00:00,0 days 22:00:00
367,4,2023-05-13,Saturday,22:00:00,0 days 23:00:00
368,4,2023-05-13,Saturday,23:00:00,1 days 00:00:00
369,4,2023-05-14,Sunday,00:00:00,0 days 01:00:00
370,4,2023-05-14,Sunday,01:00:00,0 days 02:00:00
371,4,2023-05-14,Sunday,03:00:00,0 days 04:00:00
372,4,2023-05-14,Sunday,04:00:00,0 days 05:00:00
373,4,2023-05-14,Sunday,05:00:00,0 days 06:00:00
374,4,2023-05-14,Sunday,06:00:00,0 days 07:00:00
375,4,2023-05-14,Sunday,07:00:00,0 days 08:00:00
376,4,2023-05-14,Sunday,09:00:00,0 days 10:00:00
377,4,2023-05-14,Sunday,10:00:00,0 days 11:00:00
378,4,2023-05-14,Sunday,11:00:00,0 days 12:00:00
379,4,2023-05-14,Sunday,12:00:00,0 days 13:00:00
380,4,2023-05-14,Sunday,13:00:00,0 days 14:00:00
381,4,2023-05-14,Sunday,15:00:00,0 days 16:00:00
382,4,2023-05-14,Sunday,16:00:00,0 days 17:00:00
383,4,2023-05-14,Sunday,17:00:00,0 days 18:00:00
384,4,2023-05-14,Sunday,21:00:00,0 days 22:00:00
385,4,2023-05-14,Sunday,23:00:00,1 days 00:00:00
386,4,2023-05-15,Monday,01:00:00,0 days 02:00:00
387,4,2023-05-15,Monday,02:00:00,0 days 03:00:00
388,4,2023-05-15,Monday,05:00:00,0 days 06:00:00
389,4,2023-05-15,Monday,06:00:00,0 days 07:00:00
390,4,2023-05-15,Monday,07:00:00,0 days 08:00:00
391,4,2023-05-15,Monday,08:00:00,0 days 09:00:00
392,4,2023-05-15,Monday,09:00:00,0 days 10:00:00
393,4,2023-05-15,Monday,10:00:00,0 days 11:00:00
394,4,2023-05-15,Monday,12:00:00,0 days 13:00:00
395,4,2023-05-15,Monday,13:00:00,0 days 14:00:00
396,4,2023-05-15,Monday,15:00:00,0 days 16:00:00
397,4,2023-05-15,Monday,18:00:00,0 days 19:00:00
398,4,2023-05-15,Monday,19:00:00,0 days 20:00:00
399,4,2023-05-15,Monday,20:00:00,0 days 21:00:00
400,4,2023-05-15,Monday,22:00:00,0 days 23:00:00
401,4,2023-05-15,Monday,23:00:00,1 days 00:00:00
402,5,2023-05-09,Tuesday,00:00:00,0 days 01:00:00
403,5,2023-05-09,Tuesday,03:00:00,0 days 04:00:00
404,5,2023-05-09,Tuesday,05:00:00,0 days 06:00:00
405,5,2023-05-09,Tuesday,06:00:00,0 days 07:00:00
406,5,2023-05-09,Tuesday,07:00:00,0 days 08:00:00
407,5,2023-05-09,Tuesday,10:00:00,0 days 11:00:00
408,5,2023-05-09,Tuesday,11:00:00,0 days 12:00:00
409,5,2023-05-09,Tuesday,12:00:00,0 days 13:00:00
410,5,2023-05-09,Tuesday,13:00:00,0 days 14:00:00
411,5,2023-05-09,Tuesday,15:00:00,0 days 16:00:00
412,5,2023-05-09,Tuesday,16:00:00,0 days 17:00:00
413,5,2023-05-09,Tuesday,17:00:00,0 days 18:00:00
414,5,2023-05-09,Tuesday,20:00:00,0 days 21:00:00
415,5,2023-05-09,Tuesday,23:00:00,1 days 00:00:00
416,5,2023-05-10,Wednesday,00:00:00,0 days 01:00:00
417,5,2023-05-10,Wednesday,02:00:00,0 days 03:00:00
418,5,2023-05-10,Wednesday,03:00:00,0 days 04:00:00
419,5,2023-05-10,Wednesday,04:00:00,0 days 05:00:00
420,5,2023-05-10,Wednesday,05:00:00,0 days 06:00:00
421,5,2023-05-10,Wednesday,06:00:00,0 days 07:00:00
422,5,2023-05-10,Wednesday,08:00:00,0 days 09:00:00
423,5,2023-05-10,Wednesday,09:00:00,0 days 10:00:00
424,5,2023-05-10,Wednesday,10:00:00,0 days 11:00:00
425,5,2023-05-10,Wednesday,12:00:00,0 days 13:00:00
426,5,2023-05-10,Wednesday,13:00:00,0 days 14:00:00
427,5,2023-05-10,Wednesday,18:00:00,0 days 19:00:00
428,5,2023-05-10,Wednesday,20:00:00,0 days 21:00:00
429,5,2023-05-10,Wednesday,21:00:00,0 days 22:00:00
430,5,2023-05-10,Wednesday,22:00:00,0 days 23:00:00
431,5,2023-05-10,Wednesday,23:00:00,1 days 00:00:00
432,5,2023-05-11,Thursday,00:00:00,0 days 01:00:00
433,5,2023-05-11,Thursday,02:00:00,0 days 03:00:00
434,5,2023-05-11,Thursday,04:00:00,0 days 05:00:00
